number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:46:06,[],[]
2,4,08:00:00,08:02:00,['47'],[]
3,6,08:05:51,08:07:51,[],['47']
4,19,08:10:43,08:47:00,"['24', '17']",[]
5,6,08:49:52,08:51:52,[],['24']
6,3,08:59:35,09:01:35,[],['17']
7,4,09:05:26,09:52:00,['3'],[]
8,5,09:53:17,09:57:41,['34'],[]
9,6,10:00:15,10:02:15,[],"['34', '3']"
10,17,10:05:07,10:07:07,['12'],[]
11,1,10:22:45,10:24:45,['49'],['12']
12,5,10:35:44,10:37:44,[],['49']
13,18,10:43:02,10:45:02,['32'],[]
14,20,10:48:53,10:50:53,[],['32']
15,6,10:56:38,11:37:15,"['26', '20']",[]
16,4,11:41:06,11:43:06,['39'],[]
17,2,11:51:43,11:53:43,[],['26']
18,1,11:55:00,11:57:00,['10'],"['20', '39']"
19,6,12:10:25,12:12:25,"['8', '40']",['10']
20,18,12:15:17,12:23:14,[],['40']
21,20,12:27:05,12:33:10,[],['8']
22,17,12:39:36,12:52:00,['11'],[]
23,6,12:54:52,12:56:52,['23'],['11']
24,5,12:59:26,13:02:00,['22'],[]
25,2,13:11:48,13:13:48,[],['23']
26,0,13:19:15,13:21:15,[],['22']
27,0,13:21:15,19:00:00,[],[]
