number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,08:20:47,[],[]
2,6,08:27:59,08:30:00,['14'],[]
3,4,08:38:42,10:08:38,['51'],['14']
4,5,10:12:19,10:40:02,[],['51']
5,7,10:47:58,11:00:00,['27'],[]
6,8,11:05:22,14:15:00,['7'],['27']
7,7,14:20:22,15:00:00,['23'],['7']
8,5,15:07:56,15:15:00,['0'],[]
9,4,15:18:41,15:20:41,[],"['0', '23']"
10,5,15:24:22,16:20:00,['26'],[]
11,4,16:23:41,16:46:46,"['11', '59']",['26']
12,5,16:50:27,16:52:27,[],['59']
13,8,17:01:40,17:10:17,[],['11']
14,27,17:10:16,19:00:00,[],[]
