number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:44:03,[],[]
2,21,08:44:02,08:46:03,['20'],[]
3,13,08:59:46,09:32:41,['9'],['20']
4,21,09:46:24,09:48:24,[],['9']
5,23,10:02:43,10:04:44,['37'],[]
6,21,10:19:03,10:50:00,['30'],['37']
7,13,11:03:43,11:05:43,[],['30']
8,21,11:19:26,11:35:41,"['0', '38']",[]
9,22,11:41:13,11:45:10,['22'],"['0', '38']"
10,24,11:57:59,12:00:00,['13'],['22']
11,25,12:05:32,12:15:00,['27'],['13']
12,24,12:20:32,12:24:18,['33'],[]
13,21,12:42:07,13:26:40,"['2', '34']","['27', '33']"
14,22,13:32:12,13:34:12,['6'],[]
15,13,13:44:31,14:17:32,['29'],"['2', '34', '6']"
16,22,14:27:51,14:29:52,[],['29']
17,28,14:35:24,19:00:00,[],[]
