number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,08:25:44,[],[]
2,11,08:39:27,08:41:27,['23'],[]
3,0,08:58:25,09:00:25,['27'],['23']
4,14,09:08:21,09:10:21,"['35', '36']",[]
5,12,09:17:04,09:19:04,[],['27']
6,7,09:30:13,09:40:09,"['33', '16']","['35', '36']"
7,9,09:45:32,09:47:32,[],['33']
8,12,09:53:22,10:07:00,['7'],['16']
9,14,10:13:43,10:15:43,['30'],['7']
10,0,10:23:39,10:29:29,"['40', '25']",['30']
11,14,10:37:25,10:39:25,['5'],[]
12,12,10:46:08,10:48:08,[],['25']
13,11,10:53:06,10:55:06,[],['40']
14,7,11:03:37,11:05:37,"['18', '11', '14']",['5']
15,11,11:14:08,11:16:08,[],['11']
16,0,11:33:06,12:02:00,"['20', '1', '49', '41']","['18', '14']"
17,12,12:15:51,12:21:28,[],"['20', '41']"
18,11,12:26:26,12:28:26,[],['49']
19,9,12:32:14,12:34:14,[],['1']
20,8,12:45:00,12:47:00,['15'],[]
21,10,12:57:19,12:59:19,['38'],[]
22,12,13:09:38,13:27:00,['44'],"['38', '15']"
23,0,13:40:51,13:42:51,['6'],['44']
24,14,13:50:47,13:52:47,[],['6']
25,12,13:59:30,14:01:30,['34'],[]
26,14,14:08:13,14:10:13,[],['34']
27,0,14:18:09,14:20:09,['48'],[]
28,10,14:42:21,14:54:13,[],['48']
29,8,15:04:32,19:00:00,[],[]
