id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,12:55:00,8,0,1
1,07:00:00,10:05:00,7,12,1
2,09:55:00,16:50:00,13,2,1
3,13:05:00,15:45:00,5,8,1
4,07:00:00,11:00:00,12,0,1
5,12:15:00,15:35:00,8,13,1
6,07:00:00,11:25:00,4,8,1
7,07:10:00,09:00:00,7,10,1
8,09:10:00,10:50:00,6,8,1
9,07:00:00,08:00:00,0,8,1
10,09:05:00,11:25:00,5,11,1
11,07:00:00,11:10:00,8,2,1
12,09:20:00,16:30:00,2,7,2
13,12:05:00,15:25:00,8,13,1
14,07:00:00,14:35:00,2,5,1
15,07:00:00,12:15:00,0,9,1
16,10:05:00,13:25:00,4,6,2
17,12:50:00,16:00:00,7,0,1
18,12:55:00,14:00:00,1,7,1
19,10:50:00,12:15:00,1,7,1
20,08:25:00,12:25:00,2,3,1
21,07:00:00,15:30:00,10,6,1
22,08:00:00,12:20:00,9,3,1
23,07:00:00,11:25:00,2,1,1
24,07:00:00,12:40:00,9,8,1
25,09:00:00,13:05:00,12,5,1
26,07:00:00,13:15:00,7,12,1
27,07:50:00,12:00:00,0,11,3
28,07:50:00,15:45:00,10,8,1
29,11:30:00,16:55:00,5,4,1
30,07:00:00,08:30:00,3,10,1
31,07:00:00,08:30:00,8,9,1
32,07:00:00,15:55:00,2,0,1
33,07:00:00,13:25:00,6,8,1
34,07:00:00,14:15:00,8,3,1
35,09:00:00,13:55:00,10,13,1
36,07:00:00,08:35:00,0,3,1
37,07:00:00,16:30:00,9,1,2
38,07:00:00,13:20:00,5,6,2
39,07:00:00,11:30:00,8,11,1
40,07:00:00,15:55:00,5,9,2
41,10:30:00,13:20:00,11,4,1
42,07:00:00,11:05:00,1,6,1
43,09:20:00,12:30:00,8,4,1
44,10:30:00,11:55:00,12,10,1
45,07:00:00,13:55:00,0,3,1
46,12:05:00,13:30:00,12,9,1
47,07:00:00,10:55:00,6,1,1
48,07:00:00,08:10:00,3,10,1
49,07:00:00,08:40:00,0,9,1
50,07:00:00,08:20:00,6,0,1
51,07:00:00,14:25:00,10,9,1
52,08:05:00,09:45:00,3,7,1
53,13:50:00,15:55:00,9,6,1
54,07:00:00,14:20:00,5,3,1
55,08:40:00,16:30:00,8,7,1
56,07:00:00,12:10:00,7,12,1
57,07:00:00,16:10:00,5,1,1
58,07:00:00,14:30:00,6,10,1
59,10:40:00,15:35:00,7,8,2
60,08:55:00,11:00:00,4,12,1
61,07:00:00,12:45:00,8,12,1
62,07:00:00,09:35:00,8,11,2
63,07:00:00,13:00:00,13,0,1
64,07:00:00,10:15:00,12,13,2
65,07:00:00,09:10:00,1,6,1
66,07:00:00,10:25:00,8,7,1
67,10:15:00,15:45:00,11,12,1
68,07:00:00,13:45:00,10,6,1
69,07:00:00,15:15:00,3,5,1
70,07:00:00,09:25:00,4,11,1
71,07:00:00,10:25:00,0,8,1
72,07:00:00,08:50:00,2,13,2
73,07:00:00,14:15:00,1,2,1
74,07:00:00,13:10:00,9,1,2
75,07:00:00,12:40:00,9,6,1
76,07:00:00,10:30:00,12,4,1
77,07:00:00,09:05:00,7,12,2
78,07:00:00,12:50:00,11,1,1
79,07:00:00,08:55:00,4,7,2
80,07:35:00,09:20:00,6,9,1
81,07:00:00,13:00:00,5,9,1
82,09:10:00,15:20:00,4,9,1
83,07:00:00,10:45:00,6,8,1
84,09:15:00,13:45:00,11,7,1
85,11:20:00,14:10:00,3,6,1
86,07:00:00,14:55:00,10,1,1
87,07:00:00,10:00:00,13,12,1
88,07:20:00,10:55:00,7,12,2
89,09:45:00,16:15:00,3,1,1
90,07:00:00,15:30:00,6,0,1
91,07:00:00,12:55:00,2,3,1
92,07:00:00,11:00:00,1,0,1
93,07:00:00,11:05:00,4,2,1
94,07:00:00,10:40:00,9,12,1
95,07:00:00,08:35:00,3,7,2
96,07:00:00,13:25:00,11,6,1
97,07:00:00,14:40:00,0,9,1
98,10:25:00,16:35:00,6,1,1
99,07:00:00,08:35:00,9,7,1
100,07:00:00,10:45:00,0,5,1
101,15:30:00,16:30:00,13,1,1
102,07:00:00,08:05:00,4,6,1
103,07:00:00,16:15:00,12,5,1
104,08:05:00,14:50:00,2,6,1
105,07:00:00,11:05:00,12,4,1
106,07:00:00,09:30:00,5,6,1
107,07:00:00,10:05:00,0,12,1
108,09:30:00,11:50:00,12,3,1
109,07:00:00,15:00:00,8,2,1
110,07:45:00,09:40:00,10,0,1
111,07:00:00,08:45:00,13,9,1
112,10:05:00,13:00:00,7,13,1
113,09:45:00,13:30:00,0,9,1
114,08:05:00,11:25:00,9,13,1
