id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,08:15:00,7,20,2
1,07:00:00,11:05:00,17,14,2
2,07:00:00,08:10:00,25,12,1
3,10:25:00,11:45:00,26,18,1
4,08:10:00,12:45:00,16,9,1
5,09:10:00,12:10:00,21,26,2
6,07:00:00,11:05:00,27,17,1
7,07:00:00,08:25:00,24,1,1
8,08:55:00,10:05:00,13,1,1
9,07:00:00,12:30:00,20,9,1
10,07:00:00,13:30:00,18,13,1
11,09:20:00,11:05:00,25,24,1
12,07:00:00,12:25:00,7,12,2
13,07:00:00,08:35:00,8,13,2
14,09:10:00,13:55:00,6,8,1
15,07:00:00,09:00:00,19,16,1
16,07:00:00,12:00:00,11,0,2
17,07:00:00,08:10:00,2,16,1
18,07:00:00,09:30:00,19,22,1
19,07:00:00,09:25:00,11,2,1
20,07:00:00,09:40:00,17,3,1
21,07:00:00,09:35:00,13,17,1
22,09:00:00,12:45:00,19,9,1
23,08:40:00,11:55:00,15,4,2
24,07:00:00,10:40:00,10,7,1
25,07:00:00,08:05:00,0,19,1
26,08:45:00,10:45:00,26,21,1
27,07:00:00,10:05:00,18,16,1
28,07:00:00,08:05:00,13,6,1
29,07:00:00,10:00:00,26,4,1
30,08:10:00,09:25:00,7,13,1
31,07:00:00,13:25:00,7,25,1
32,07:55:00,12:05:00,20,7,1
33,07:00:00,08:05:00,23,25,1
34,07:00:00,09:50:00,6,15,2
35,07:00:00,12:50:00,2,26,1
36,08:15:00,12:25:00,6,10,1
37,07:00:00,08:50:00,4,2,2
38,07:00:00,11:30:00,14,15,2
39,10:25:00,13:20:00,26,12,1
40,07:00:00,09:35:00,23,16,2
41,07:00:00,09:15:00,11,23,1
42,07:00:00,13:05:00,17,20,2
43,07:00:00,09:25:00,1,8,1
44,07:00:00,12:25:00,0,5,1
45,10:50:00,12:20:00,5,0,1
46,08:10:00,12:25:00,1,20,1
47,07:00:00,10:30:00,7,20,1
48,07:00:00,10:10:00,7,26,1
49,07:00:00,12:30:00,15,16,1
50,07:00:00,12:55:00,14,24,1
51,07:00:00,14:00:00,0,3,2
52,07:00:00,09:45:00,13,26,1
53,07:00:00,08:55:00,14,11,1
54,07:00:00,09:00:00,5,21,1
55,08:00:00,13:25:00,12,19,1
56,07:00:00,10:15:00,23,18,2
57,07:00:00,11:25:00,17,6,1
58,07:00:00,14:00:00,21,23,1
59,07:00:00,09:00:00,19,23,1
60,07:00:00,09:10:00,9,17,1
61,10:20:00,13:40:00,26,25,2
62,07:00:00,08:35:00,15,4,1
63,08:50:00,13:25:00,3,12,1
64,07:00:00,13:35:00,16,5,1
65,07:00:00,12:35:00,20,5,1
66,07:00:00,10:40:00,18,5,1
67,07:00:00,09:05:00,5,16,1
68,09:15:00,10:35:00,13,20,1
69,10:50:00,12:55:00,20,11,2
70,10:05:00,11:25:00,21,16,1
71,07:00:00,08:50:00,23,7,1
72,07:00:00,09:55:00,8,2,1
73,07:00:00,10:30:00,16,18,1
74,07:00:00,08:00:00,19,8,1
75,07:00:00,13:20:00,27,25,1
76,07:00:00,08:00:00,2,17,1
77,07:00:00,13:25:00,6,13,1
78,07:00:00,08:00:00,12,8,1
79,07:00:00,09:30:00,13,20,1
80,07:15:00,10:55:00,16,11,1
81,07:00:00,11:20:00,12,13,2
82,07:00:00,08:45:00,2,19,1
83,07:00:00,11:00:00,13,24,1
84,07:00:00,13:05:00,8,7,1
85,07:00:00,12:45:00,13,6,1
86,07:00:00,10:05:00,25,19,1
87,07:15:00,12:50:00,12,8,1
88,07:05:00,13:20:00,23,18,1
89,07:00:00,09:30:00,12,1,1
90,07:00:00,08:40:00,24,11,1
