user ID,used buses,used transfer points,waiting time,ride time
0,"[7, 8, 6]","[23, 28, 6, 11]",6.0,38.956
1,"[6, 0]","[15, 6, 17]",4.0,7.511
2,"[6, 0]","[8, 0, 2]",14.6,18.878
3,-,-,-,-
4,"[8, 7]","[29, 28, 27]",22.5,12.637
5,"[8, 0]","[28, 6, 20]",23.9,20.125
6,"[7, 8, 6]","[24, 28, 6, 13]",19.6,33.095
7,"[7, 0]","[27, 0, 4]",19.5,30.3
8,"[0, 6]","[3, 0, 11]",16.6,28.818
9,[7],"[24, 25]",2.0,2.571
10,[0],"[2, 0]",2.0,5.455
11,"[6, 7]","[11, 0, 27]",25.8,34.622
12,"[6, 0]","[10, 6, 2]",15.7,23.389
13,"[6, 0]","[9, 6, 5]",6.0,14.071
14,"[7, 8]","[21, 28, 31]",4.0,18.213
15,"[7, 0, 6]","[22, 0, 6, 16]",13.9,25.497
16,"[6, 0]","[8, 6, 2]",4.0,24.86
17,"[7, 8, 6]","[22, 28, 6, 15]",16.7,32.933
18,"[8, 6]","[30, 6, 9]",7.6,19.32
19,[0],"[4, 17]",2.0,6.556
20,"[0, 6]","[3, 6, 8]",18.5,26.866
21,"[7, 8, 0]","[26, 28, 17, 3]",6.0,27.859
22,"[7, 8, 6]","[26, 28, 6, 12]",25.6,29.376
23,[0],"[2, 17]",4.0,15.181
24,"[8, 7]","[31, 28, 25]",4.0,9.495
25,[7],"[28, 24]",17.3,10.065
26,"[0, 6]","[17, 6, 8]",19.5,15.889
27,[6],"[7, 11]",2.0,8.132
28,[6],"[16, 10]",2.0,8.625
29,"[0, 8]","[1, 6, 30]",4.0,21.244
