user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[14, 120]","[24, 13, 9]",13.4,19.03,14.45,2
1,-,-,-,-,30.38,3
2,"[20, 14, 130]","[8, 12, 21, 19]",30.1,43.03,48.12,3
3,-,-,-,-,13.08,1
4,-,-,-,-,35.43,2
5,"[130, 21]","[15, 0, 2]",17.4,14.5,18.18,2
6,"[120, 10]","[9, 7, 6]",4.0,8.15,12.15,2
7,-,-,-,-,35.62,3
8,"[121, 10]","[3, 4, 8]",23.0,22.15,26.15,2
9,[120],"[11, 10]",2.0,5.53,7.53,1
10,"[130, 21]","[20, 0, 1]",26.0,22.83,26.83,2
11,[21],"[2, 4]",2.0,14.77,16.77,1
12,-,-,-,-,41.02,2
13,[114],"[24, 22]",2.0,12.82,14.82,1
14,"[130, 120, 10]","[16, 0, 7, 6]",22.4,41.73,40.08,3
15,-,-,-,-,8.2,1
16,-,-,-,-,31.07,2
17,"[20, 14]","[8, 12, 25]",15.8,23.72,27.73,2
18,"[10, 121]","[5, 4, 1]",24.4,24.0,28.0,2
19,-,-,-,-,27.17,2
20,-,-,-,-,39.73,2
21,"[10, 21]","[6, 4, 2]",26.0,23.48,27.47,2
22,-,-,-,-,30.27,3
23,"[120, 21]","[13, 0, 1]",22.0,17.83,21.35,2
24,[114],"[22, 25]",2.0,8.52,10.52,1
25,[120],"[14, 9]",7.8,19.17,14.55,1
26,"[120, 10]","[13, 7, 4]",11.5,29.75,24.48,1
27,[121],"[3, 0]",13.5,17.27,18.85,1
28,-,-,-,-,28.78,2
29,-,-,-,-,21.35,2
30,-,-,-,-,40.27,2
31,[121],"[2, 1]",2.0,5.53,7.53,1
32,[130],"[17, 21]",2.0,12.92,14.92,1
33,"[21, 110]","[1, 4, 8]",11.0,33.23,37.22,2
34,[120],"[9, 7]",2.0,5.38,7.38,1
35,[30],"[16, 21]",5.1,14.97,16.07,1
36,[114],"[24, 12]",2.0,4.62,6.62,1
37,"[30, 121]","[15, 0, 2]",10.0,14.18,18.18,2
38,"[30, 121]","[15, 0, 1]",4.0,8.97,12.97,2
39,"[10, 20, 114]","[4, 8, 12, 23]",12.3,37.32,27.65,2
40,-,-,-,-,21.47,1
41,"[30, 120, 10]","[17, 0, 7, 5]",22.6,46.63,44.22,3
42,"[20, 114]","[8, 12, 21]",12.3,38.73,39.65,2
43,[30],"[19, 0]",2.0,14.07,16.07,1
44,"[130, 120]","[18, 0, 11]",19.0,36.43,32.53,2
45,"[30, 121]","[21, 0, 2]",27.4,31.7,35.58,2
46,[20],"[12, 9]",2.0,5.83,7.83,1
47,"[114, 120]","[22, 13, 9]",6.1,25.8,25.5,2
48,-,-,-,-,28.0,1
49,-,-,-,-,24.68,2
50,-,-,-,-,37.37,2
51,"[120, 30]","[7, 0, 18]",15.2,40.05,40.42,2
52,"[120, 130]","[14, 0, 20]",21.1,24.58,27.12,3
53,"[10, 21, 120]","[5, 4, 0, 14]",8.0,37.82,29.25,2
54,[30],"[19, 21]",2.0,6.47,8.47,1
55,"[20, 14, 130]","[9, 12, 21, 19]",28.1,32.27,37.53,2
56,"[110, 20, 130]","[7, 8, 0, 20]",11.9,52.38,40.27,3
57,-,-,-,-,37.77,2
58,[114],"[24, 12]",2.0,4.62,6.62,1
59,"[30, 121]","[15, 0, 3]",23.0,20.03,23.62,2
