number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:08:05,[],[]
2,2,08:15:13,08:17:13,['45'],[]
3,3,08:20:41,08:26:07,[],['45']
4,5,08:32:02,08:34:02,['2'],[]
5,4,08:39:45,08:41:45,['82'],[]
6,3,08:45:13,08:47:13,['5'],"['82', '2']"
7,2,08:50:41,10:02:00,['74'],['5']
8,3,10:05:28,10:07:28,[],['74']
9,6,10:13:11,10:17:00,"['83', '91']",[]
10,3,10:22:43,10:24:43,[],['83']
11,2,10:28:11,10:30:11,[],['91']
12,0,10:37:19,10:39:19,['17'],[]
13,1,10:45:33,10:47:33,[],['17']
14,3,10:54:28,11:19:20,"['90', '78']",[]
15,5,11:25:15,11:27:15,[],['78']
16,6,11:27:57,11:29:57,[],['90']
17,3,11:35:40,11:37:40,['26'],[]
18,1,11:44:35,12:17:00,['15'],['26']
19,2,12:20:28,12:32:00,"['41', '75']",[]
20,3,12:35:28,12:37:28,[],['75']
21,4,12:40:56,12:46:08,[],['15']
22,6,12:52:03,12:54:03,[],['41']
23,5,12:54:45,13:27:00,['52'],[]
24,4,13:32:43,13:34:43,['44'],[]
25,3,13:38:11,13:40:11,[],"['44', '52']"
26,1,13:47:06,13:57:12,['73'],[]
27,2,14:00:40,14:12:00,"['21', '68']",[]
28,3,14:15:28,14:17:28,['51'],"['21', '68']"
29,6,14:23:11,14:25:10,[],"['51', '73']"
30,3,14:30:53,15:12:00,['27'],[]
31,0,15:21:19,15:27:28,"['87', '97', '85']",['27']
32,2,15:34:36,15:36:36,[],['85']
33,4,15:43:31,15:45:31,[],['87']
34,5,15:51:14,15:54:17,['88'],['97']
35,4,16:00:00,16:02:00,['34'],[]
36,3,16:05:28,16:07:28,['1'],['88']
37,2,16:10:56,16:12:56,[],['34']
38,1,16:16:24,16:18:24,[],['1']
39,0,16:24:38,16:37:00,"['53', '92']",[]
40,1,16:43:14,16:45:14,['43'],[]
41,3,16:52:09,17:09:41,['33'],"['53', '43', '92']"
42,5,17:15:36,17:17:36,[],['33']
43,0,17:32:25,19:00:00,[],[]
