number,stop ID,arrival time,departure time,pick up users,drop of users
1,32,07:00:00,07:40:06,[],[]
2,19,08:02:59,08:05:00,['33'],[]
3,6,08:08:21,08:10:21,[],['33']
4,20,08:17:03,08:25:00,['2'],[]
5,18,08:29:30,08:31:30,[],['2']
6,0,08:54:58,09:20:44,['6'],[]
7,4,09:36:57,09:38:58,[],['6']
8,1,09:50:23,09:59:59,['26'],[]
9,0,10:05:23,10:20:00,['5'],['26']
10,6,10:40:07,11:07:55,['19'],['5']
11,4,11:12:24,11:14:25,[],['19']
12,18,11:22:03,12:05:00,['10'],[]
13,6,12:08:21,12:10:21,[],['10']
14,4,12:14:51,12:20:05,['9'],[]
15,17,12:27:43,12:30:00,[],['9']
16,18,12:33:00,12:35:00,['29'],[]
17,4,12:42:38,13:09:36,['32'],['29']
18,6,13:14:06,13:16:06,[],['32']
19,4,13:20:36,13:24:09,['15'],[]
20,0,13:40:22,13:42:22,"['38', '8']",['15']
21,6,14:02:29,14:04:30,['21'],['38']
22,18,14:07:51,14:09:52,[],"['8', '21']"
23,6,14:13:13,14:33:31,['14'],[]
24,20,14:40:13,14:42:14,[],['14']
25,32,15:08:02,19:00:00,[],[]
