number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:49:15,[],[]
2,17,08:08:22,08:10:22,['52'],[]
3,6,08:13:14,08:15:14,[],['52']
4,18,08:18:06,08:27:00,"['1', '43']",[]
5,17,08:29:34,08:32:00,['14'],[]
6,6,08:34:52,08:36:52,"['55', '48', '30']","['14', '1']"
7,3,08:44:35,08:46:35,[],['55']
8,1,08:53:01,08:55:01,[],['30']
9,0,08:59:39,09:02:48,[],"['48', '43']"
10,1,09:07:26,09:17:00,['16'],[]
11,2,09:18:17,09:20:32,['2'],[]
12,6,09:32:44,09:34:44,[],['16']
13,18,09:37:36,09:39:36,[],['2']
14,20,09:43:27,10:15:01,['19'],[]
15,18,10:18:52,10:20:52,['33'],[]
16,17,10:23:26,10:25:26,['59'],[]
17,6,10:28:18,10:30:18,[],"['19', '33', '59']"
18,5,10:32:52,10:52:00,['39'],[]
19,6,10:54:34,11:34:50,"['20', '31']",['39']
20,2,11:47:02,12:06:21,[],"['20', '31']"
21,1,12:07:38,12:32:00,['24'],[]
22,2,12:33:17,12:43:18,['58'],[]
23,3,12:48:45,12:53:48,['50'],[]
24,6,13:01:31,13:03:31,[],"['24', '50', '58']"
25,2,13:15:43,13:17:52,"['28', '25']",[]
26,1,13:19:09,13:21:09,['4'],[]
27,0,13:25:47,13:27:47,[],"['28', '25', '4']"
28,2,13:33:14,13:41:37,['10'],[]
29,3,13:47:04,14:02:00,['54'],[]
30,6,14:09:43,14:11:43,[],"['10', '54']"
31,0,14:28:58,19:00:00,[],[]
